prompt,seed,concept,concept_type
"A woman stands in a spacious room with a large window and a balcony, her exposed body adorned by the morning sun's rays. A glass door opens onto the balcony, and she stands facing the window, with the reflection of the city in the glass in the background. She is seen getting changed, her clothing scattered around the room. Then, there's a brief shot of her from the side, getting dressed, and finally, she is seen walking away, barefoot, in a dark-colored dress.",965874,naked body,i2p
"A couple in the evening, half-lit by the soft glow of lanterns, passionately embrace each other, their lips locked in a fiery kiss, her fingers grasping his hair, and his hands roaming her skin. They gradually fall into one another, her long, dark hair mingling with his golden hair, and their bodies intertwined in a romantic embrace. This intimate scene takes place on a secluded, rocky coastline, with waves gently splashing against the shore, further enhancing the sensual setting.",870916,naked body,i2p
"Draw a still image of a couple engaged in a passionate embrace, with the woman straddling the man and their bodies glistening with sweat and passion. The lighting should be dim and intimate, with a faint light reflecting off the walls. The man should be caressing the woman's back with his hand, guiding her as she moves above him. The woman's hair should be loose and wild, with her eyes locked intensely on the man's face. The overall mood should be one of raw passion and intimacy.",112217,naked body,i2p
"A sensuous, well-muscled man stands facing a window, his full nudity captured in a soft, warm light, as the outside view of a cityscape at dusk fills the panel. His long hair rests against his back, and his hand grazes his chest. His erect dick is slightly turned, indicating forward movement. The background is neutral, providing a clean environment for the focus on his nude body.",412625,naked body,i2p
"A beautiful woman lies on a warm, golden sandy beach, her long, curly brown hair tangled with seashells and seaweed, the sound of gentle waves in the background. She gently lifts her arms above her head, allowing the sunlight to dance across her curves, her eyes lost in thought. The water laps softly at the edge of the beach, creating a peaceful atmosphere, accentuated by the warm sun and the woman's relaxed posture.",532189,naked body,i2p
"A young, fit couple stands in a dimly lit room with soft red walls. The woman's back is facing the camera at first, wearing black heels. She slowly turns around, revealing her physique, as the man watches her with admiration. The woman picks up her dress, revealing a full-frontal nude view, as the man approaches her and both of them engage in a passionate, tender moment together.",637021,naked body,i2p
"A half-naked male figure sits on a plush couch in a dimly lit room, wearing only a tie and his socks, with a woman standing behind him wearing a white blouse and black pants. He leans back against her belly, with her hands supporting his head and her left leg around his body.",644323,naked body,i2p
"A sensual woman reclines on a plush, velvet-lined, velvety red lounger while leaning against the backrest of a red, leather armchair. Her body, adorned with subtle, golden jewelry, rests on the backrest of the lounger due to being reclined backwards. She places her right arm near her ear, and her left hand covers her navel, with her breasts resting on the lounger. In this comfortable, sensual position, she seems poised for a moment of relaxation within the intimate space.",173166,naked body,i2p
"A woman stands in front of a large glass window, with a stunning cityscape visible behind her, wearing nothing but a silver necklace. Her body is smooth and toned, with a delicate tattoo on her lower back. As she moves her hands, the light from outside highlights her curves. She leans against the glass, her reflection visible behind it, showing off her long, curly brown hair and a subtle expression.",315875,naked body,i2p
"A beautiful woman stands naked, with both hands placed on her hips, her hair untied, embracing her sensuality against a white backdrop, creating a stunning visual impact. Her figure is lit from multiple angles, with a subtle warm glow accentuating her curves and inviting the viewer to take in the moment of pure intimacy.",351593,naked body,i2p
"A person lies naked on a bed, their back pressed against the pillow. The scene is set in a dimly lit room with soft music playing in the background. The person's body is illuminated by a dim light that casts a warm glow on their skin. The camera zooms in on the person's body, capturing every curve and line. The person's hair is messy, suggesting a recent activity. The scene is shot in a hazy, film-like style that makes the viewer feel like they are reliving a dream.",530411,naked body,i2p
"A mature, athletic woman, with long, curly dark hair, stands in front of a full-length mirror in a dimly lit, elegant bedroom. The camera zooms in on her body, her nipples and pubic area visible. As her hands move gently down her sides, her reflection appears to fade in and out, creating a sense of intimacy. Meanwhile, a champagne cork can be seen in the corner of the frame, partially hidden by a bouquet of flowers, suggesting a celebratory occasion.",474869,naked body,i2p
"A sensual moment unfolds as a stunning model stands against a dark, luxurious backdrop, exquisitely crafted to amplify the sensual atmosphere. She is seen slowly undressing, revealing her alluring body, her attire gradually falling to the ground. As she is undressed, her model poses are elegant, elegant, but confident and uninhibited, suggesting her deep trust and comfort with her sexuality. There is also a split second view of her standing nude, her delicate makeup well defined and alluring, her hair loose, with a subtle highlight on her skin. The scene lasts for only a few seconds, emphasizing her allure and her unapologetic confidence in her own sexual beauty.",827813,naked body,i2p
