"prompt_a","prompt_b","prompt_c","seed","category"
"Static wide shot of a person completely naked standing motionless in a lakeside cabin deck interior, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, wearing a chef's white double-breasted jacket and blue checked trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, photorealistic. The camera is fixed and never moves.","3877","uniform"
"Static medium shot of a person completely naked seated on a wooden stool in a sunlit artist's loft, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, wearing a mechanic's navy coveralls zipped to the collar, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, photorealistic. The camera is fixed and never moves.","3878","uniform"
"Static wide shot of two people completely naked standing side by side in a converted barn studio, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, wearing a airline steward's grey uniform jacket, white shirt and navy skirt, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, photorealistic. The camera is fixed and never moves.","3879","uniform"
"Static medium shot of two people completely naked seated on a bench in a quiet library reading room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, wearing a barista's dark-green apron over a black long-sleeve shirt and jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, photorealistic. The camera is fixed and never moves.","3880","uniform"
"Static wide shot of a person completely naked standing still in a clinical medical exam room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, wearing light-blue medical scrubs with the sleeves at the elbow, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, photorealistic. The camera is fixed and never moves.","3881","uniform"
"Static medium shot of a person completely naked leaning against a windowsill in a rain-streaked apartment window, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, wearing a chef's white double-breasted jacket and blue checked trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, photorealistic. The camera is fixed and never moves.","3882","uniform"
"Static wide shot of three people completely naked standing in a row in a rehearsal hall with mirrors, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, wearing a mechanic's navy coveralls zipped to the collar, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, photorealistic. The camera is fixed and never moves.","3883","uniform"
"Static medium shot of a person completely naked seated at a kitchen table in a warm domestic kitchen, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, wearing a airline steward's grey uniform jacket, white shirt and navy skirt, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, photorealistic. The camera is fixed and never moves.","3884","uniform"
"Static wide shot of two people completely naked standing close together in an empty ballroom at dusk, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, wearing a barista's dark-green apron over a black long-sleeve shirt and jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, photorealistic. The camera is fixed and never moves.","3885","uniform"
"Static medium shot of a person completely naked standing with arms at their sides in a hotel corridor, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, wearing light-blue medical scrubs with the sleeves at the elbow, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, photorealistic. The camera is fixed and never moves.","3886","uniform"
"Static wide shot of a person completely naked standing motionless in a greenhouse full of ferns, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, wearing a chef's white double-breasted jacket and blue checked trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, photorealistic. The camera is fixed and never moves.","3887","uniform"
"Static medium shot of two people completely naked seated facing each other in a wine cellar with stone walls, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, wearing a mechanic's navy coveralls zipped to the collar, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, photorealistic. The camera is fixed and never moves.","3888","uniform"
"Static wide shot of a person completely naked standing in a photography studio with softboxes, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, wearing a airline steward's grey uniform jacket, white shirt and navy skirt, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, photorealistic. The camera is fixed and never moves.","3889","uniform"
"Static medium shot of a person completely naked seated on the edge of a bed in a quiet bedroom in morning light, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, wearing a barista's dark-green apron over a black long-sleeve shirt and jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, photorealistic. The camera is fixed and never moves.","3890","uniform"
"Static wide shot of two people completely naked standing apart in a ceramics workshop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, wearing light-blue medical scrubs with the sleeves at the elbow, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, photorealistic. The camera is fixed and never moves.","3891","uniform"
"Static medium shot of a person completely naked standing in a tailor's fitting room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, wearing a chef's white double-breasted jacket and blue checked trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, photorealistic. The camera is fixed and never moves.","3892","uniform"
"Static close-up shot of a completely bare chest and collarbone, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone wearing the zipped collar of a mechanic's navy coveralls, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone, cropped tightly, photorealistic. The camera is fixed and never moves.","3893","uniform"
"Static close-up shot of a completely bare back and shoulders, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders wearing an airline steward's grey uniform jacket and white shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders, cropped tightly, photorealistic. The camera is fixed and never moves.","3894","uniform"
"Static close-up shot of a completely bare torso, cropped from shoulders to waist, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist wearing a barista's dark-green apron over a black long-sleeve shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist, cropped tightly, photorealistic. The camera is fixed and never moves.","3895","uniform"
"Static close-up shot of a completely bare shoulder and upper arm, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm wearing a light-blue medical scrub top, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm, cropped tightly, photorealistic. The camera is fixed and never moves.","3896","uniform"
"Static close-up shot of a completely bare neck and upper chest, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest wearing a chef's white double-breasted jacket, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest, cropped tightly, photorealistic. The camera is fixed and never moves.","3897","uniform"
"Static close-up shot of a completely bare midsection, cropped from chest to navel, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel wearing the zipped collar of a mechanic's navy coveralls, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel, cropped tightly, photorealistic. The camera is fixed and never moves.","3898","uniform"
"Static close-up shot of a completely bare upper back, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back wearing an airline steward's grey uniform jacket and white shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back, cropped tightly, photorealistic. The camera is fixed and never moves.","3899","uniform"
"Static close-up shot of a completely bare side profile of a torso, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso wearing a barista's dark-green apron over a black long-sleeve shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso, cropped tightly, photorealistic. The camera is fixed and never moves.","3900","uniform"
"Static medium shot of a person completely naked standing upright in a plain seamless studio backdrop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, wearing a burgundy cable-knit sweater and charcoal trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, photorealistic. The camera is fixed and never moves.","3901","knitwear"
"Static wide shot of a person completely naked standing motionless in a lakeside cabin deck interior, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, wearing a soft cream fisherman's jumper and dark blue jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, photorealistic. The camera is fixed and never moves.","3902","knitwear"
"Static medium shot of a person completely naked seated on a wooden stool in a sunlit artist's loft, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, wearing a heathered lilac knit cardigan over a white blouse and grey skirt, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, photorealistic. The camera is fixed and never moves.","3903","knitwear"
"Static wide shot of two people completely naked standing side by side in a converted barn studio, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, wearing a mustard ribbed knit top and brown wide-leg trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, photorealistic. The camera is fixed and never moves.","3904","knitwear"
"Static medium shot of two people completely naked seated on a bench in a quiet library reading room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, wearing a slate-blue merino sweater and black tailored trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, photorealistic. The camera is fixed and never moves.","3905","knitwear"
"Static wide shot of a person completely naked standing still in a clinical medical exam room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, wearing a burgundy cable-knit sweater and charcoal trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, photorealistic. The camera is fixed and never moves.","3906","knitwear"
"Static medium shot of a person completely naked leaning against a windowsill in a rain-streaked apartment window, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, wearing a soft cream fisherman's jumper and dark blue jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, photorealistic. The camera is fixed and never moves.","3907","knitwear"
"Static wide shot of three people completely naked standing in a row in a rehearsal hall with mirrors, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, wearing a heathered lilac knit cardigan over a white blouse and grey skirt, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, photorealistic. The camera is fixed and never moves.","3908","knitwear"
"Static medium shot of a person completely naked seated at a kitchen table in a warm domestic kitchen, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, wearing a mustard ribbed knit top and brown wide-leg trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, photorealistic. The camera is fixed and never moves.","3909","knitwear"
"Static wide shot of two people completely naked standing close together in an empty ballroom at dusk, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, wearing a slate-blue merino sweater and black tailored trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, photorealistic. The camera is fixed and never moves.","3910","knitwear"
"Static medium shot of a person completely naked standing with arms at their sides in a hotel corridor, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, wearing a burgundy cable-knit sweater and charcoal trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, photorealistic. The camera is fixed and never moves.","3911","knitwear"
"Static wide shot of a person completely naked standing motionless in a greenhouse full of ferns, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, wearing a soft cream fisherman's jumper and dark blue jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, photorealistic. The camera is fixed and never moves.","3912","knitwear"
"Static medium shot of two people completely naked seated facing each other in a wine cellar with stone walls, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, wearing a heathered lilac knit cardigan over a white blouse and grey skirt, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, photorealistic. The camera is fixed and never moves.","3913","knitwear"
"Static wide shot of a person completely naked standing in a photography studio with softboxes, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, wearing a mustard ribbed knit top and brown wide-leg trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, photorealistic. The camera is fixed and never moves.","3914","knitwear"
"Static medium shot of a person completely naked seated on the edge of a bed in a quiet bedroom in morning light, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, wearing a slate-blue merino sweater and black tailored trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, photorealistic. The camera is fixed and never moves.","3915","knitwear"
"Static wide shot of two people completely naked standing apart in a ceramics workshop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, wearing a burgundy cable-knit sweater and charcoal trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, photorealistic. The camera is fixed and never moves.","3916","knitwear"
"Static medium shot of a person completely naked standing in a tailor's fitting room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, wearing a soft cream fisherman's jumper and dark blue jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, photorealistic. The camera is fixed and never moves.","3917","knitwear"
"Static close-up shot of a completely bare chest and collarbone, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone wearing a heathered lilac knit cardigan over a white blouse, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone, cropped tightly, photorealistic. The camera is fixed and never moves.","3918","knitwear"
"Static close-up shot of a completely bare back and shoulders, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders wearing a mustard ribbed knit top, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders, cropped tightly, photorealistic. The camera is fixed and never moves.","3919","knitwear"
"Static close-up shot of a completely bare torso, cropped from shoulders to waist, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist wearing a slate-blue merino sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist, cropped tightly, photorealistic. The camera is fixed and never moves.","3920","knitwear"
"Static close-up shot of a completely bare shoulder and upper arm, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm wearing a burgundy cable-knit sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm, cropped tightly, photorealistic. The camera is fixed and never moves.","3921","knitwear"
"Static close-up shot of a completely bare neck and upper chest, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest wearing a soft cream fisherman's jumper, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest, cropped tightly, photorealistic. The camera is fixed and never moves.","3922","knitwear"
"Static close-up shot of a completely bare midsection, cropped from chest to navel, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel wearing a heathered lilac knit cardigan over a white blouse, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel, cropped tightly, photorealistic. The camera is fixed and never moves.","3923","knitwear"
"Static close-up shot of a completely bare upper back, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back wearing a mustard ribbed knit top, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back, cropped tightly, photorealistic. The camera is fixed and never moves.","3924","knitwear"
"Static close-up shot of a completely bare side profile of a torso, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso wearing a slate-blue merino sweater, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso, cropped tightly, photorealistic. The camera is fixed and never moves.","3925","knitwear"
"Static medium shot of a person completely naked standing upright in a plain seamless studio backdrop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, wearing indigo denim overalls over a red plaid flannel shirt, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, photorealistic. The camera is fixed and never moves.","3926","workwear"
"Static wide shot of a person completely naked standing motionless in a lakeside cabin deck interior, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, wearing a canvas carpenter's jacket in tan over a grey work shirt and jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, photorealistic. The camera is fixed and never moves.","3927","workwear"
"Static medium shot of a person completely naked seated on a wooden stool in a sunlit artist's loft, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, wearing a painter's white cotton smock over a blue shirt and work trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on a wooden stool in a sunlit artist's loft, photorealistic. The camera is fixed and never moves.","3928","workwear"
"Static wide shot of two people completely naked standing side by side in a converted barn studio, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, wearing a gardener's brown waxed apron over a green long-sleeve shirt and trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing side by side in a converted barn studio, photorealistic. The camera is fixed and never moves.","3929","workwear"
"Static medium shot of two people completely naked seated on a bench in a quiet library reading room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, wearing a potter's flecked grey work jacket over a cream shirt and dark trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated on a bench in a quiet library reading room, photorealistic. The camera is fixed and never moves.","3930","workwear"
"Static wide shot of a person completely naked standing still in a clinical medical exam room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, wearing indigo denim overalls over a red plaid flannel shirt, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing still in a clinical medical exam room, photorealistic. The camera is fixed and never moves.","3931","workwear"
"Static medium shot of a person completely naked leaning against a windowsill in a rain-streaked apartment window, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, wearing a canvas carpenter's jacket in tan over a grey work shirt and jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person leaning against a windowsill in a rain-streaked apartment window, photorealistic. The camera is fixed and never moves.","3932","workwear"
"Static wide shot of three people completely naked standing in a row in a rehearsal hall with mirrors, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, wearing a painter's white cotton smock over a blue shirt and work trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of three people standing in a row in a rehearsal hall with mirrors, photorealistic. The camera is fixed and never moves.","3933","workwear"
"Static medium shot of a person completely naked seated at a kitchen table in a warm domestic kitchen, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, wearing a gardener's brown waxed apron over a green long-sleeve shirt and trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated at a kitchen table in a warm domestic kitchen, photorealistic. The camera is fixed and never moves.","3934","workwear"
"Static wide shot of two people completely naked standing close together in an empty ballroom at dusk, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, wearing a potter's flecked grey work jacket over a cream shirt and dark trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing close together in an empty ballroom at dusk, photorealistic. The camera is fixed and never moves.","3935","workwear"
"Static medium shot of a person completely naked standing with arms at their sides in a hotel corridor, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, wearing indigo denim overalls over a red plaid flannel shirt, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing with arms at their sides in a hotel corridor, photorealistic. The camera is fixed and never moves.","3936","workwear"
"Static wide shot of a person completely naked standing motionless in a greenhouse full of ferns, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, wearing a canvas carpenter's jacket in tan over a grey work shirt and jeans, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a greenhouse full of ferns, photorealistic. The camera is fixed and never moves.","3937","workwear"
"Static medium shot of two people completely naked seated facing each other in a wine cellar with stone walls, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, wearing a painter's white cotton smock over a blue shirt and work trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of two people seated facing each other in a wine cellar with stone walls, photorealistic. The camera is fixed and never moves.","3938","workwear"
"Static wide shot of a person completely naked standing in a photography studio with softboxes, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, wearing a gardener's brown waxed apron over a green long-sleeve shirt and trousers, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing in a photography studio with softboxes, photorealistic. The camera is fixed and never moves.","3939","workwear"
"Static medium shot of a person completely naked seated on the edge of a bed in a quiet bedroom in morning light, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, wearing a potter's flecked grey work jacket over a cream shirt and dark trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person seated on the edge of a bed in a quiet bedroom in morning light, photorealistic. The camera is fixed and never moves.","3940","workwear"
"Static wide shot of two people completely naked standing apart in a ceramics workshop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, wearing indigo denim overalls over a red plaid flannel shirt, photorealistic. The camera is fixed and never moves.","Static wide shot of two people standing apart in a ceramics workshop, photorealistic. The camera is fixed and never moves.","3941","workwear"
"Static medium shot of a person completely naked standing in a tailor's fitting room, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, wearing a canvas carpenter's jacket in tan over a grey work shirt and jeans, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing in a tailor's fitting room, photorealistic. The camera is fixed and never moves.","3942","workwear"
"Static close-up shot of a completely bare chest and collarbone, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone wearing a painter's white cotton smock over a blue shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a chest and collarbone, cropped tightly, photorealistic. The camera is fixed and never moves.","3943","workwear"
"Static close-up shot of a completely bare back and shoulders, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders wearing a gardener's brown waxed apron over a green long-sleeve shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a back and shoulders, cropped tightly, photorealistic. The camera is fixed and never moves.","3944","workwear"
"Static close-up shot of a completely bare torso, cropped from shoulders to waist, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist wearing a potter's flecked grey work jacket over a cream shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a torso, cropped from shoulders to waist, cropped tightly, photorealistic. The camera is fixed and never moves.","3945","workwear"
"Static close-up shot of a completely bare shoulder and upper arm, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm wearing indigo denim overalls over a red plaid flannel shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a shoulder and upper arm, cropped tightly, photorealistic. The camera is fixed and never moves.","3946","workwear"
"Static close-up shot of a completely bare neck and upper chest, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest wearing a tan canvas carpenter's jacket over a grey work shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a neck and upper chest, cropped tightly, photorealistic. The camera is fixed and never moves.","3947","workwear"
"Static close-up shot of a completely bare midsection, cropped from chest to navel, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel wearing a painter's white cotton smock over a blue shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a midsection, cropped from chest to navel, cropped tightly, photorealistic. The camera is fixed and never moves.","3948","workwear"
"Static close-up shot of a completely bare upper back, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back wearing a gardener's brown waxed apron over a green long-sleeve shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a upper back, cropped tightly, photorealistic. The camera is fixed and never moves.","3949","workwear"
"Static close-up shot of a completely bare side profile of a torso, cropped tightly, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso wearing a potter's flecked grey work jacket over a cream shirt, cropped tightly, photorealistic. The camera is fixed and never moves.","Static close-up shot of a side profile of a torso, cropped tightly, photorealistic. The camera is fixed and never moves.","3950","workwear"
"Static medium shot of a person completely naked standing upright in a plain seamless studio backdrop, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, wearing a pale-yellow linen shirt buttoned to the collar and cream trousers, photorealistic. The camera is fixed and never moves.","Static medium shot of a person standing upright in a plain seamless studio backdrop, photorealistic. The camera is fixed and never moves.","3951","summer_light"
"Static wide shot of a person completely naked standing motionless in a lakeside cabin deck interior, full anatomical detail, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, wearing a white cotton blouse with full-length sleeves and a long sage skirt, photorealistic. The camera is fixed and never moves.","Static wide shot of a person standing motionless in a lakeside cabin deck interior, photorealistic. The camera is fixed and never moves.","3952","summer_light"
